課税区,課税区コード,宛名番号,氏名・名称,住所・所在地,個人番号・法人番号,課税年度,種類１取得価額,種類１評価額,種類１決定価格,種類１課税標準額,種類１資産件数,種類２取得価額,種類２評価額,種類２決定価格,種類２課税標準額,種類２資産件数,種類３取得価額,種類３評価額,種類３決定価格,種類３課税標準額,種類３資産件数,種類４取得価額,種類４評価額,種類４決定価格,種類４課税標準額,種類４資産件数,種類５取得価額,種類５評価額,種類５決定価格,種類５課税標準額,種類５資産件数,種類６取得価額,種類６評価額,種類６決定価格,種類６課税標準額,種類６資産件数,種類７取得価額,種類７評価額,種類７決定価格,種類７課税標準額,種類７資産件数,償却免点未満F,区,町,丁目,地番,所在
鶴見区,0,70004811,独立行政法人汎用書店,鶴見区駒岡４丁目６番５−１７−１３−３号,,2025,0,0,0,0,0,18299590,13191507,13191507,13191507,12,75381200,16199385,16199385,16199385,7,0,0,0,0,0,1771700,523004,523004,523004,2,2066000,1064661,1064661,1064661,8,97518490,30978557,30978557,30978557,29,0,0,,,,六浦５丁目１９番１３−４−１−１３号
鶴見区,0,70004820,特許業務法人明細書文具,鶴見区江ケ崎町３番７−１２−８−４号,,2025,13668000,4201953,4201953,4201953,8,6273490,3317722,3317722,3317722,3,1388100,1149906,1149906,1149906,2,0,0,0,0,0,25303400,3607977,3607977,3607977,16,2123100,1310904,1310904,1310904,6,48756090,13588462,13588462,13588462,35,0,0,,,,下永谷５丁目３番１７号
鶴見区,0,70004838,更生保護法人返戻公示家󠄂電,鶴見区東寺尾中台２番１６−２−５−１２号,,2025,6480400,5876238,5876238,5876238,7,0,0,0,0,0,95927600,16239026,16239026,16239026,14,0,0,0,0,0,3673800,2333250,2333250,2333250,4,761900,413304,413304,413304,3,106843700,24861818,24861818,24861818,28,0,0,,,,堀ノ内町１丁目７番
鶴見区,0,70004846,国立大学法人混合レストラン,鶴見区矢向６丁目４番１４−６−１０−５号,,2025,7195500,2314876,2314876,2314876,9,300000,47278,47278,47278,1,0,0,0,0,0,0,0,0,0,0,13487100,8555798,8555798,8555798,10,1984400,1660956,1660956,1660956,3,22967000,12578908,12578908,12578908,23,0,0,,,,牛久保町３番７−１７−１３−１号
鶴見区,0,70004854,有限責任中間法人諸税なにぬねの内科クリニック,鶴見区馬場３丁目１９番１３−３−６−５号,,2025,5942000,3615831,3615831,3615831,3,0,0,0,0,0,13403800,6932979,6932979,6932979,4,0,0,0,0,0,6702500,5408052,5408052,5408052,4,168000,132826,132826,132826,2,26216300,16089688,16089688,16089688,13,0,0,,,,花咲町７丁目１３番
鶴見区,0,70004862,無限責任中間法人更新家󠄂電,鶴見区汐入町２丁目５番１１−１１−６−４号,,2025,5002700,3722143,3722143,3722143,7,18303678,2648905,2648905,2648905,12,49885400,41660842,41660842,41660842,4,0,0,0,0,0,2881000,369010,369010,369010,4,0,0,0,0,0,76072778,48400900,48400900,48400900,27,0,0,,,,横浜市中区弥生町５丁目１９番７−３号
鶴見区,0,70004871,特定非営利活動法人相当たちつてと内科クリニック,鶴見区安善町１丁目１９番１１−１５−１４−１７号,,2025,0,0,0,0,0,2939000,953708,953708,953708,1,42777800,21877539,21877539,21877539,2,0,0,0,0,0,9361200,2800472,2800472,2800472,8,8269900,1542130,1542130,1542130,20,63347900,27173849,27173849,27173849,31,0,0,,,,小野町１２番７−１６−９−４号
鶴見区,0,70004889,土地家屋調査士法人担当者学校,鶴見区三ツ池公園１９番２０−８−９−４号,,2025,1833500,546234,546234,546234,3,13295000,7208051,7208051,7208051,3,63472100,23930205,23930205,23930205,10,0,0,0,0,0,4898100,4147187,4147187,4147187,4,0,0,0,0,0,83498700,35831677,35831677,35831677,20,0,0,,,,岡村７丁目１９番１６号
鶴見区,0,70004897,社会保険労務士法人年特の本屋,鶴見区上末吉４丁目１７番１４−１０−１−５号,,2025,4668600,4210359,4210359,4210359,4,4479000,1135026,1135026,1135026,5,195299100,31917019,31917019,31917019,14,0,0,0,0,0,3870000,1698627,1698627,1698627,3,14300800,7285337,7285337,7285337,18,222617500,46246368,46246368,46246368,44,0,0,,,,東京都大島町元町字橋の沢１９番
鶴見区,0,70004901,組合税まみむめも内科クリニック,鶴見区市場下町１１番１６−１５−２０−５号,,2025,2263900,2030718,2030718,2030718,1,40399490,7557065,7557065,7557065,17,117393800,64018065,64018065,64018065,7,0,0,0,0,0,5134000,4075875,4075875,4075875,4,4308900,404221,404221,404221,10,169500090,78085944,78085944,78085944,39,0,0,,,,北寺尾６丁目１５番６−１４−６−１８号
鶴見区,0,70004919,企業組合公的年金西部酪農農業,鶴見区馬場４丁目５番１３−７−１７−９号,,2025,3648900,3389827,3389827,3389827,4,5346100,2871084,2871084,2871084,2,110261000,79703651,79703651,79703651,9,0,0,0,0,0,12348100,712581,712581,712581,14,4759700,2896801,2896801,2896801,11,136363800,89573944,89573944,89573944,40,0,0,,,,浦舟町１丁目３番１３号
鶴見区,0,70004927,労働組合職権Ａ＆Ｂ＆Ｃ生命保険,鶴見区浜町１丁目３番１４−６−１−１４号,,2025,0,0,0,0,0,36076290,15749840,15749840,15749840,17,0,0,0,0,0,0,0,0,0,0,2570000,1128029,1128029,1128029,2,0,0,0,0,0,38646290,16877869,16877869,16877869,19,0,0,,,,丸山台１丁目１３番
鶴見区,0,70004935,協同組合住民電気屋,鶴見区梶山１丁目５番６−４−１０−２号,,2025,0,0,0,0,0,117144694,24600385,24600385,24600385,41211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117144694,24600385,24600385,24600385,41211,0,0,,,,北山田４丁目５番１４−１４−３号
鶴見区,0,70004943,協同組合連合会充当文房具店,鶴見区鶴見中央２丁目６番１−１９−１８−１０号,,2025,19347700,10712437,10712437,10712437,17,1149500,657559,657559,657559,1,173942100,64650605,64650605,64650605,17,0,0,0,0,0,2100000,1640100,1640100,1640100,1,6036200,4357806,4357806,4357806,16,202575500,82018507,82018507,82018507,52,0,0,,,,奈良２丁目５番５−５号
鶴見区,0,70004951,協業組合調定ＧＨＩ生命保険,鶴見区獅子ケ谷２丁目４番２０−１−５−１７号,,2025,21906100,7112154,7112154,7112154,22,4750000,1807986,1807986,1807986,2,60224200,12383543,12383543,12383543,7,0,0,0,0,0,1979200,1517477,1517477,1517477,2,220000,197340,197340,197340,1,89079500,23018500,23018500,23018500,34,0,0,,,,長津田みなみ台１丁目１番１３号
鶴見区,0,70004960,信用組合不動産ケーブルテレビ,鶴見区下末吉２丁目１４番１５−１４−１３−１１号,,2025,13201600,11281723,11281723,11281723,15,33058590,9174433,9174433,9174433,19,0,0,0,0,0,0,0,0,0,0,6891600,3283186,3283186,3283186,4,3499500,1071799,1071799,1071799,11,56651290,24811141,24811141,24811141,49,0,0,,,,下川井町６番１３号
鶴見区,0,70004978,森林組合外字スイミングスクール,鶴見区矢向２丁目１４番１０−１３−７−１号,,2025,4014600,2637554,2637554,2637554,5,1149500,447797,447797,447797,1,131909600,65483512,65483512,65483512,11,0,0,0,0,0,9999400,7023604,7023604,7023604,10,4123500,289916,289916,289916,12,151196600,75882383,75882383,75882383,39,0,0,,,,長者町３丁目１２番１９号
鶴見区,0,70004986,蚕糸組合総括なにぬねの内科クリニック,鶴見区馬場５丁目１７番,,2025,3087300,2220665,2220665,2220665,2,0,0,0,0,0,12988900,10107430,10107430,10107430,3,0,0,0,0,0,2479900,1971974,1971974,1971974,3,0,0,0,0,0,18556100,14300069,14300069,14300069,8,0,0,,,,宿町４丁目１４番
鶴見区,0,70004994,振興組合一輪Ｇ＆Ｈ＆Ｉ生命保険,鶴見区鶴見中央３丁目９番１７−８−７−１２号,,2025,8621000,2751379,2751379,2751379,13,11221700,7692483,7692483,7692483,6,68433400,31192469,31192469,31192469,9,0,0,0,0,0,7596400,2866168,2866168,2866168,8,0,0,0,0,0,95872500,44502499,44502499,44502499,36,0,0,,,,★沢８丁目１０番１１−１９号
鶴見区,0,70005001,貸家組合確報ラーメン屋,鶴見区元宮２丁目１０番６−１９−１５−４号,,2025,4285300,3375422,3375422,3375422,5,10420400,5287889,5287889,5287889,7,182261100,11675189,11675189,11675189,20,0,0,0,0,0,104900,69024,69024,69024,1,570600,399619,399619,399619,2,197642300,20807143,20807143,20807143,35,0,0,,,,東京都板橋区前野町４丁目５番７−１９号
鶴見区,0,70005010,健康保険組合諸税ＯＰＱ生命保険,鶴見区汐入町３丁目２０番１１−１６−１２−７号,,2025,20035000,8111010,8111010,8111010,21,0,0,0,0,0,17867300,10375385,10375385,10375385,8,0,0,0,0,0,10213600,7225347,7225347,7225347,9,15483500,4857439,4857439,4857439,18,63599400,30569181,30569181,30569181,56,0,0,,,,中屋敷２丁目１４番
鶴見区,0,70005028,農業協同組合更新ＯＰＱ生命保険,鶴見区生麦４丁目１１番１１−２０号,,2025,2057800,1568837,1568837,1568837,2,0,0,0,0,0,19381200,3591502,3591502,3591502,6,0,0,0,0,0,11708000,9354530,9354530,9354530,10,6340300,587659,587659,587659,15,39487300,15102528,15102528,15102528,33,0,0,,,,戸部町６丁目１３番１２−１９−１６号
鶴見区,0,70005036,漁業協同組合普徴八百屋,鶴見区駒岡１丁目１６番１４号,,2025,9560200,7911560,7911560,7911560,6,20317500,13439469,13439469,13439469,6,68412500,3838757,3838757,3838757,9,0,0,0,0,0,0,0,0,0,0,7290200,5371277,5371277,5371277,3,105580400,30561063,30561063,30561063,24,0,0,,,,北海道標津郡中標津町丸山１丁目１６番１２−４−１０−８号
鶴見区,0,70005044,生活協同組合名寄魚屋,鶴見区向井町１丁目１５番１５−１８−１９−１６号,,2025,868100,255014,255014,255014,3,16254700,11190179,11190179,11190179,13,43239300,23142666,23142666,23142666,6,0,0,0,0,0,10604900,2732322,2732322,2732322,16,1539700,1038971,1038971,1038971,6,72506700,38359152,38359152,38359152,44,0,0,,,,西戸部町１丁目１５番４−１８−２０号
鶴見区,0,70005052,船主相互保険組合還付かきくけこ内科クリニック,鶴見区尻手２丁目２番２０−１８−１５−５号,,2025,8150200,6337068,6337068,6337068,7,16539600,2558255,2558255,2558255,11,85453000,21733868,21733868,21733868,8,0,0,0,0,0,12087600,5382212,5382212,5382212,12,507000,427220,427220,427220,2,122737400,36438623,36438623,36438623,40,0,0,,,,白山２丁目１７番４−１２−１４号
鶴見区,0,70005061,協会率ＡＢＣ生命保険,鶴見区下末吉１丁目３番１７−１３−１８号,,2025,2350800,2183893,2183893,2183893,1,32963100,16515086,16515086,16515086,16,19581800,10818073,10818073,10818073,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54895700,29517052,29517052,29517052,23,0,0,,,,新治町３番４号
鶴見区,0,70005079,連合会速報らりるれろ内科クリニック,鶴見区下野谷町３丁目８番５号,,2025,7185200,5752349,5752349,5752349,7,5439200,3634160,3634160,3634160,7,146574400,55458103,55458103,55458103,7,0,0,0,0,0,17904800,895240,895240,895240,11,0,0,0,0,0,177103600,65739852,65739852,65739852,32,0,0,,,,阿久和南２丁目１番
鶴見区,0,70005087,商工会学生Ｇ＆Ｈ＆Ｉ生命保険,鶴見区下末吉１丁目１番１７−９−６−１２号,,2025,3719200,1145883,1145883,1145883,4,30788278,21798551,21798551,21798551,10,0,0,0,0,0,0,0,0,0,0,15866900,947050,947050,947050,15,2690000,964954,964954,964954,3,53064378,24856438,24856438,24856438,32,0,0,,,,金が谷１丁目１０番２−１４号
鶴見区,0,70005095,医師会特例書店,鶴見区下野谷町２丁目１２番１５−１９−１９−１３号,,2025,11837200,10611056,10611056,10611056,11,8072500,6012723,6012723,6012723,8,38016400,30983366,30983366,30983366,1,0,0,0,0,0,13584900,2143897,2143897,2143897,12,0,0,0,0,0,71511000,49751042,49751042,49751042,32,0,0,,,,港南台１丁目４番１０号
鶴見区,0,70005109,協力会納付Ｕ＆Ｖ＆Ｗ生命保険,鶴見区北寺尾３丁目１３番１４−１７−２０−１０号,,2025,5686200,3566421,3566421,3566421,2,14066978,5422672,5422672,5422672,13,71636500,4219331,4219331,4219331,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91389678,13208424,13208424,13208424,22,0,0,,,,丸山台１丁目１２番
鶴見区,0,70005117,共済会収滞納損害保険,鶴見区北寺尾４丁目７番１５−９−３−１１号,,2025,3424800,2439203,2439203,2439203,1,35879968,18920268,18920268,18920268,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8190700,7356835,7356835,7356835,5,47495468,28716306,28716306,28716306,22,0,0,,,,東京都府中市西原町２丁目１１番
鶴見区,0,70005125,信用金庫職権ＡＢＣ生命保険,鶴見区市場東中町１５番５−３−１７−１１号,,2025,0,0,0,0,0,4411590,2893549,2893549,2893549,12,3652800,1478229,1478229,1478229,4,0,0,0,0,0,9586200,3785392,3785392,3785392,11,5581200,553424,553424,553424,12,23231790,8710594,8710594,8710594,39,0,0,,,,高山１３番
鶴見区,0,70005133,労働金庫併徴Ｘ＆Ｙ＆Ｚ生命保険,鶴見区矢向１丁目１番１２−１１−５−１４号,,2025,2013500,1563043,1563043,1563043,2,22898180,5175909,5175909,5175909,15,90667000,60772390,60772390,60772390,4,0,0,0,0,0,7480000,4419621,4419621,4419621,7,1316000,1072540,1072540,1072540,1,124374680,73003503,73003503,73003503,29,0,0,,,,釜利谷南２丁目７番
鶴見区,0,70005141,中央金庫封入封緘はひふへほ内科クリニック,鶴見区栄町通３丁目５番１９−１１−２−２号,,2025,3753500,2900718,2900718,2900718,3,0,0,0,0,0,92433900,57875705,57875705,57875705,6,0,0,0,0,0,8935100,446755,446755,446755,11,0,0,0,0,0,105122500,61223178,61223178,61223178,20,0,0,,,,菊名３丁目１３番
鶴見区,0,70005168,証券取引所権限らりるれろ内科クリニック,鶴見区駒岡２丁目８番２−１１−３−７号,,2025,5761100,4920531,4920531,4920531,6,27107590,3012795,3012795,3012795,12,38767800,25917461,25917461,25917461,5,0,0,0,0,0,0,0,0,0,0,506400,316208,316208,316208,4,72142890,34166995,34166995,34166995,27,0,0,,,,笠間５丁目８番
鶴見区,0,70005176,事業団番号旅館,鶴見区北寺尾１丁目１５番５−２０−１４−１７号,,2025,3745000,3479104,3479104,3479104,3,1155000,1036035,1036035,1036035,1,387176900,156186714,156186714,156186714,25,0,0,0,0,0,3475000,2029368,2029368,2029368,3,1674600,919280,919280,919280,3,397226500,163650501,163650501,163650501,35,0,0,,,,平戸１丁目６番２−１７−１９号
鶴見区,0,70005184,企業団後期八百屋,鶴見区尻手２丁目１９番６−６−６−７号,,2025,2600800,1730688,1730688,1730688,4,24442290,13306279,13306279,13306279,15,680000,524200,524200,524200,2,0,0,0,0,0,9004900,2846458,2846458,2846458,6,930000,531997,531997,531997,1,37657990,18939622,18939622,18939622,28,0,0,,,,六浦５丁目２０番１９−８−２０−１０号
鶴見区,0,70005192,厚生年金基金通知ストア,鶴見区本町通４丁目４番１９−２０−１５−１６号,,2025,23402400,12420044,12420044,12420044,26,18061500,11355718,11355718,11355718,11,92980500,43209219,43209219,43209219,12,0,0,0,0,0,0,0,0,0,0,705000,251185,251185,251185,2,135149400,67236166,67236166,67236166,51,0,0,,,,釜利谷西４丁目１７番
鶴見区,0,70005206,郵便局連絡ＤＥＦ生命保険,鶴見区矢向５丁目１０番７−９−１９−５号,,2025,12599400,3230724,3230724,3230724,13,10421190,2057729,2057729,2057729,11,0,0,0,0,0,0,0,0,0,0,7643300,4347891,4347891,4347891,7,55000,18680,18680,18680,1,30718890,9655024,9655024,9655024,32,0,0,,,,弘明寺町５番
鶴見区,0,70005214,公社戸籍Ａ＆Ｂ＆Ｃ生命保険,鶴見区向井町４丁目１５番１４号,,2025,8600100,5493838,5493838,5493838,11,0,0,0,0,0,8412100,3687232,3687232,3687232,5,0,0,0,0,0,6942100,5455670,5455670,5455670,6,2972000,1656218,1656218,1656218,5,26926300,16292958,16292958,16292958,27,0,0,,,,高田西４丁目２番
鶴見区,0,70005222,カンパニー郵便局八百屋,鶴見区東寺尾４丁目１１番２−１２−８−１７号,,2025,3294700,3060775,3060775,3060775,2,0,0,0,0,0,68781200,33988311,33988311,33988311,5,0,0,0,0,0,0,0,0,0,0,8230300,4405023,4405023,4405023,20,80306200,41454109,41454109,41454109,27,0,0,,,,北新７番
鶴見区,0,70005231,リミテッド認証Ｕ＆Ｖ＆Ｗ生命保険,鶴見区岸谷１丁目４番,,2025,7422500,6315813,6315813,6315813,7,0,0,0,0,0,187731300,33235551,33235551,33235551,22,0,0,0,0,0,0,0,0,0,0,673800,583425,583425,583425,4,195827600,40134789,40134789,40134789,33,0,0,,,,釜台町１４番１２−１−４号
鶴見区,0,70005249,コーポレーション国税連携電気店,鶴見区汐入町１丁目１２番１０−４−２−３号,,2025,1520000,1211564,1211564,1211564,1,29800,1490,1490,1490,1,230465800,13560703,13560703,13560703,15,0,0,0,0,0,4752100,4003602,4003602,4003602,3,1094000,987082,987082,987082,3,237861700,19764441,19764441,19764441,23,0,0,,,,綱島台１７番
鶴見区,0,70005257,インコーポレーション電気ＬＭＮ生命保険,鶴見区北寺尾１丁目６番９−１４−２０号,,2025,3075200,2304109,2304109,2304109,4,4304390,594454,594454,594454,7,0,0,0,0,0,0,0,0,0,0,6590000,5257690,5257690,5257690,5,6735400,6153157,6153157,6153157,4,20704990,14309410,14309410,14309410,20,0,0,,,,綱島東６丁目１番
鶴見区,0,70005265,記録生命保険,鶴見区東寺尾中台２０番１６−１２−６−２号,,2025,1694900,1310373,1310373,1310373,2,1479000,816466,816466,816466,3,270845100,18864322,18864322,18864322,22,0,0,0,0,0,9957500,4855767,4855767,4855767,8,3928500,2316938,2316938,2316938,8,287905000,28163866,28163866,28163866,43,0,0,,,,寺谷１丁目４番１５−１０−３−１４号
鶴見区,0,70005281,過年度更正レストラン,鶴見区北寺尾７丁目５番４−７−１−６号,,2025,0,0,0,0,0,6210968,5182291,5182291,5182291,7,0,0,0,0,0,0,0,0,0,0,9275800,4719997,4719997,4719997,8,969800,626245,626245,626245,2,16456568,10528533,10528533,10528533,17,0,0,,,,赤門町２丁目９番１６−８−１７−６号
鶴見区,0,70005290,免税まみむめも内科クリニック,鶴見区市場西中町８番２−９−１３−７号,,2025,15180900,4442862,4442862,4442862,11,16405800,13938452,13938452,13938452,6,756100,418217,418217,418217,2,0,0,0,0,0,5224900,3475983,3475983,3475983,4,398800,337625,337625,337625,3,37966500,22613139,22613139,22613139,26,0,0,,,,北山田７丁目５番９−１６−１６−２０号
鶴見区,0,70005311,免税点未満Ｉ＆Ｊ＆Ｋ生命保険,鶴見区下末吉６丁目１番５−３−１６号,,2025,718900,667858,667858,667858,1,0,0,0,0,0,1696400,1324888,1324888,1324888,1,0,0,0,0,0,4453300,3436846,3436846,3436846,5,2184400,1314646,1314646,1314646,7,9053000,6744238,6744238,6744238,14,0,0,,,,西八朔町１６番４−１２号
鶴見区,0,70005320,都市の八百屋,鶴見区市場東中町２０番１０号,,2025,0,0,0,0,0,2207990,1574300,1574300,1574300,3,97003000,49392904,49392904,49392904,7,0,0,0,0,0,16086900,6452242,6452242,6452242,13,0,0,0,0,0,115297890,57419446,57419446,57419446,23,0,0,,,,五★目町９番８−８号
鶴見区,0,70005338,地下損害保険,鶴見区北寺尾５丁目１２番８−２０−７−７号,,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48921023,10273414,10273414,10273414,896,0,0,0,0,0,58806186,12349299,12349299,12349299,4857,107727209,22622713,22622713,22622713,5753,0,0,,,,長津田２丁目１１番３−７−７−９号
鶴見区,0,70005346,後期学園,鶴見区市場富士見町１６番２−９−８−１５号,,2025,3967000,3670033,3670033,3670033,3,11377990,2214241,2214241,2214241,12,35744200,6031562,6031562,6031562,5,0,0,0,0,0,0,0,0,0,0,1108600,978392,978392,978392,3,52197790,12894228,12894228,12894228,23,0,0,,,,中田北３丁目３番１３−８号
鶴見区,0,70005354,役職Ｉ＆Ｊ＆Ｋ生命保険,鶴見区鶴見中央３丁目４番５−５−１７−６号,,2025,12089100,2855373,2855373,2855373,12,44069000,29021862,29021862,29021862,23,101915700,64918083,64918083,64918083,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158073800,96795318,96795318,96795318,45,0,0,,,,荏子田３丁目３番
鶴見区,0,70005362,記録ＸＹＺ生命保険,鶴見区向井町１丁目５番１６−２０−１０−１９号,,2025,20999100,17041575,17041575,17041575,15,5000,4485,4485,4485,1,221133600,49973315,49973315,49973315,12,0,0,0,0,0,5118700,2579717,2579717,2579717,7,156000,136500,136500,136500,1,247412400,69735592,69735592,69735592,36,0,0,,,,港南６丁目１４番１７号
鶴見区,0,70005371,滅失証明Ｌ＆Ｍ＆Ｎ生命保険,鶴見区馬場２丁目１６番８−１７−１０−１８号,,2025,7503900,5820202,5820202,5820202,7,13463500,7134318,7134318,7134318,5,105132600,9460774,9460774,9460774,13,0,0,0,0,0,3715000,1020482,1020482,1020482,2,18474900,8079230,8079230,8079230,18,148289900,31515006,31515006,31515006,45,0,0,,,,榎が丘１５番
鶴見区,0,70005389,役職ケーブルテレビ,鶴見区安善町１丁目１番,,2025,0,0,0,0,0,80544409,16914325,16914325,16914325,96335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80544409,16914325,16914325,16914325,96335,0,0,,,,寺山町１０番１１−１６−１９−８号
鶴見区,0,70005397,一二三四五六七八九十一二三四五六七八九十一二三四五六七八九十一二三四五六七八九十一二三四五六七八九十損害保険,鶴見区矢向３丁目６番９−１０号,,2025,2081000,977226,977226,977226,3,5178,4126,4126,4126,1,3485600,2698459,2698459,2698459,2,0,0,0,0,0,4508600,3725683,3725683,3725683,4,0,0,0,0,0,10080378,7405494,7405494,7405494,10,0,0,,,,綱島西４丁目１８番６−７−５−２号
鶴見区,0,70005401,賦課期日あいうえお内科クリニック,鶴見区上末吉２丁目１１番１８−１８−１０−５号,,2025,1370300,1273008,1273008,1273008,1,7720000,5218139,5218139,5218139,3,19451200,1630332,1630332,1630332,6,0,0,0,0,0,0,0,0,0,0,10876600,2869011,2869011,2869011,13,39418100,10990490,10990490,10990490,23,0,0,,,,上飯田町５番
鶴見区,0,70005419,所在地スイミングスクール,鶴見区向井町２丁目１９番５−２−９−１６号,,2025,2694100,1689066,1689066,1689066,3,0,0,0,0,0,146916600,33585593,33585593,33585593,10,0,0,0,0,0,13645900,3673395,3673395,3673395,15,6884500,4284819,4284819,4284819,16,170141100,43232873,43232873,43232873,44,0,0,,,,北山田３丁目１２番
鶴見区,0,70005427,年次銀行,鶴見区尻手３丁目８番３−１９−２−６号,,2025,0,0,0,0,0,8422790,6180073,6180073,6180073,7,190782900,57108878,57108878,57108878,29,0,0,0,0,0,8104900,4900903,4900903,4900903,8,2392000,1262102,1262102,1262102,5,209702590,69451956,69451956,69451956,49,0,0,,,,徳島県那■賀郡那■賀町木頭助字タレ井１５番８号
鶴見区,0,70005435,副本登録ラーメン屋,鶴見区市場西中町１１番１１−１−４−２０号,,2025,14487600,5544836,5544836,5544836,17,26707200,4655990,4655990,4655990,9,51966500,41966536,41966536,41966536,4,0,0,0,0,0,3957500,1884678,1884678,1884678,4,7990200,4867588,4867588,4867588,16,105109000,58919628,58919628,58919628,50,0,0,,,,若葉町２丁目１８番１３−１０号
鶴見区,0,70005443,年特電気店,鶴見区下末吉３丁目１８番３−２−１０−８号,,2025,22445600,6806838,6806838,6806838,12,9177778,6494073,6494073,6494073,13,0,0,0,0,0,0,0,0,0,0,16364600,11143984,11143984,11143984,11,15146300,10189732,10189732,10189732,20,63134278,34634627,34634627,34634627,56,0,0,,,,高舟台１丁目１７番
鶴見区,0,70005451,通知レストラン,鶴見区三ツ池公園１番６−１０−１−２０号,,2025,4725700,2826406,2826406,2826406,2,0,0,0,0,0,108407900,5467153,5467153,5467153,12,0,0,0,0,0,5841500,3345813,3345813,3345813,6,8742200,7519002,7519002,7519002,8,127717300,19158374,19158374,19158374,28,0,0,,,,新桜ケ丘１丁目２０番
鶴見区,0,70005460,不動産取得ＯＰＱ生命保険,鶴見区市場上町１３番１０−４−９−１７号,,2025,2331300,2112936,2112936,2112936,3,3533400,2327828,2327828,2327828,8,183821900,104852737,104852737,104852737,17,0,0,0,0,0,16138800,1896975,1896975,1896975,14,0,0,0,0,0,205825400,111190476,111190476,111190476,42,0,0,,,,北海道芦󠄂■別市北六条西４丁目１２番５−１４号
鶴見区,0,70005478,株式会社週次ドラッグストア,鶴見区扇島１３番１０−１４−１８−１４号,,2025,10323900,2681587,2681587,2681587,9,19116190,10776393,10776393,10776393,11,129396300,63714315,63714315,63714315,9,0,0,0,0,0,6181400,2755397,2755397,2755397,6,0,0,0,0,0,165017790,79927692,79927692,79927692,35,0,0,,,,宮沢３丁目１６番
鶴見区,0,70005486,有限会社分納かきくけこ内科クリニック,鶴見区矢向１丁目４番１３−６−７−２０号,,2025,0,0,0,0,0,30953390,17547485,17547485,17547485,15,125031000,70675729,70675729,70675729,14,0,0,0,0,0,10891900,4135820,4135820,4135820,10,2553000,2242402,2242402,2242402,7,169429290,94601436,94601436,94601436,46,0,0,,,,若草台４番１１号
鶴見区,0,70005494,合名会社混合ＧＨＩ生命保険,鶴見区浜町２丁目１２番４−１−５−１０号,,2025,15941600,4427027,4427027,4427027,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333300,243975,243975,243975,1,10495000,6815965,6815965,6815965,9,26769900,11486967,11486967,11486967,21,0,0,,,,和泉中央南２丁目４番４号
鶴見区,0,70005508,合資会社申告あいうえお内科クリニック,鶴見区下末吉４丁目１７番１１−１−７−１６号,,2025,9710600,8476318,8476318,8476318,10,0,0,0,0,0,45343400,6937952,6937952,6937952,6,0,0,0,0,0,10652500,5257776,5257776,5257776,8,161900,92613,92613,92613,1,65868400,20764659,20764659,20764659,25,0,0,,,,上星川３丁目１２番１１号
鶴見区,0,70005516,合同会社月次ラーメン屋,鶴見区東寺尾東台１６番１６−１５−４−１９号,,2025,9245700,5490431,5490431,5490431,9,28234378,19942064,19942064,19942064,14,43585500,4141613,4141613,4141613,11,0,0,0,0,0,4235000,1693673,1693673,1693673,3,1387700,1214237,1214237,1214237,1,86688278,32482018,32482018,32482018,38,0,0,,,,上大岡西３丁目１５番１８号
鶴見区,0,70005524,相互会社農地電気店,鶴見区佃野町１５番１６−７−１０−３号,,2025,4776300,3560543,3560543,3560543,4,10662700,7454461,7454461,7454461,8,69491500,38520003,38520003,38520003,10,0,0,0,0,0,0,0,0,0,0,1331100,649581,649581,649581,7,86261600,50184588,50184588,50184588,29,0,0,,,,深谷町１５番１８号
鶴見区,0,70005532,奥行工務店,鶴見区元宮２丁目１番１２−２０−２−１５号,,2025,6780800,6137128,6137128,6137128,9,0,0,0,0,0,112799500,29688247,29688247,29688247,17,0,0,0,0,0,3093800,2416257,2416257,2416257,4,121500,106312,106312,106312,1,122795600,38347944,38347944,38347944,31,0,0,,,,中屋敷３丁目１９番１５−１５−９号
鶴見区,0,70005559,非合併電気店,鶴見区東寺尾東台１１番９−７−１５−１号,,2025,10991700,8482273,8482273,8482273,10,10786878,2355464,2355464,2355464,14,430000,221133,221133,221133,1,0,0,0,0,0,0,0,0,0,0,253000,217580,217580,217580,1,22461578,11276450,11276450,11276450,26,0,0,,,,鶴見中央４丁目１番
鶴見区,0,70005567,住宅電気,鶴見区市場東中町１４番１０−１９−１１−１７号,,2025,1983400,1761310,1761310,1761310,4,0,0,0,0,0,14882500,12653619,12653619,12653619,4,0,0,0,0,0,9074400,702281,702281,702281,12,11131600,4182852,4182852,4182852,12,37071900,19300062,19300062,19300062,32,0,0,,,,北海道旭川市末広東一条１２丁目３番１７−１４号
